0,1,2,3,4,5,6,7,8,9,10
tropical fruit,rolls/buns,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
coffee,other vegetables,,,,,,,,,
whole milk,whole milk,napkins,,,,,,,,
brown bread,newspapers,,,,,,,,,
packaged fruit/vegetables,beverages,,,,,,,,,
other vegetables,salty snack,,,,,,,,,
whole milk,pastry,margarine,pastry,,,,,,,
organic sausage,yogurt,,,,,,,,,
whole milk,instant coffee,,,,,,,,,
chocolate,root vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
beef,yogurt,fruit/vegetable juice,,,,,,,,
yogurt,zwieback,,,,,,,,,
butter,semi-finished bread,,,,,,,,,
canned beer,beverages,specialty bar,other vegetables,make up remover,specialty chocolate,curd,,,,
frozen vegetables,onions,,,,,,,,,
sausage,yogurt,dishes,,,,,,,,
other vegetables,brown bread,flower (seeds),,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
pork,salty snack,,,,,,,,,
whole milk,sauces,,,,,,,,,
curd cheese,sausage,bottled water,napkins,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
chocolate,whole milk,,,,,,,,,
whole milk,whole milk,whole milk,domestic eggs,,,,,,,
tropical fruit,dessert,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
whole milk,berries,,,,,,,,,
beef,flour,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
root vegetables,white bread,sliced cheese,,,,,,,,
rolls/buns,chocolate,,,,,,,,,
frankfurter,margarine,,,,,,,,,
packaged fruit/vegetables,long life bakery product,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
tropical fruit,napkins,,,,,,,,,
sausage,frozen meals,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
turkey,semi-finished bread,,,,,,,,,
liver loaf,pip fruit,fruit/vegetable juice,curd,,,,,,,
fruit/vegetable juice,pastry,,,,,,,,,
root vegetables,ham,,,,,,,,,
whole milk,soda,root vegetables,pastry,specialty fat,bottled water,napkins,tropical fruit,,,
butter milk,whipped/sour cream,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
flour,brown bread,,,,,,,,,
coffee,UHT-milk,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
pip fruit,sugar,,,,,,,,,
frankfurter,rolls/buns,rolls/buns,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
sausage,beverages,,,,,,,,,
white bread,white bread,,,,,,,,,
salty snack,chocolate,,,,,,,,,
specialty chocolate,vinegar,,,,,,,,,
other vegetables,shopping bags,specialty bar,,,,,,,,
pastry,butter,,,,,,,,,
bottled water,soda,,,,,,,,,
newspapers,roll products ,,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
frankfurter,hair spray,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
pip fruit,hard cheese,candy,,,,,,,,
other vegetables,curd,tropical fruit,brown bread,bottled beer,,,,,,
canned beer,cookware,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
butter,rolls/buns,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
hamburger meat,curd,,,,,,,,,
soda,frozen meals,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
beef,male cosmetics,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
frankfurter,frankfurter,tropical fruit,berries,,,,,,,
brown bread,tropical fruit,rolls/buns,,,,,,,,
napkins,whole milk,,,,,,,,,
chicken,UHT-milk,,,,,,,,,
canned beer,yogurt,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
butter milk,soda,rolls/buns,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
cooking chocolate,oil,,,,,,,,,
whole milk,yogurt,domestic eggs,newspapers,,,,,,,
napkins,fruit/vegetable juice,,,,,,,,,
root vegetables,flower (seeds),,,,,,,,,
rolls/buns,cat food,beverages,,,,,,,,
beverages,canned beer,,,,,,,,,
other vegetables,specialty chocolate,,,,,,,,,
soda,oil,,,,,,,,,
rolls/buns,berries,meat spreads,,,,,,,,
ham,yogurt,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
dessert,other vegetables,,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
whole milk,newspapers,,,,,,,,,
onions,frozen vegetables,curd,,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
sausage,butter milk,meat spreads,,,,,,,,
bottled water,brown bread,,,,,,,,,
whole milk,liquor,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
other vegetables,soda,rolls/buns,,,,,,,,
root vegetables,other vegetables,specialty chocolate,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
sausage,honey,beverages,soda,frozen dessert,whipped/sour cream,,,,,
other vegetables,chewing gum,newspapers,,,,,,,,
root vegetables,rolls/buns,UHT-milk,packaged fruit/vegetables,,,,,,,
frankfurter,canned fish,beverages,,,,,,,,
whole milk,coffee,,,,,,,,,
yogurt,chocolate,,,,,,,,,
pork,hygiene articles,,,,,,,,,
whipped/sour cream,berries,cream cheese ,,,,,,,,
canned beer,other vegetables,,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
sliced cheese,whole milk,,,,,,,,,
pastry,canned beer,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
frozen vegetables,flower (seeds),,,,,,,,,
whole milk,whole milk,,,,,,,,,
shopping bags,coffee,,,,,,,,,
white bread,whipped/sour cream,frozen dessert,pastry,,,,,,,
sausage,hamburger meat,white bread,,,,,,,,
dessert,sugar,,,,,,,,,
cereals,cream cheese ,other vegetables,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
chicken,curd,,,,,,,,,
mustard,brown bread,,,,,,,,,
ice cream,curd,,,,,,,,,
sausage,sugar,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
root vegetables,canned beer,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
citrus fruit,whole milk,bottled beer,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
pip fruit,cling film/bags,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
specialty chocolate,domestic eggs,,,,,,,,,
meat,curd,,,,,,,,,
cream cheese ,margarine,dish cleaner,,,,,,,,
cream cheese ,candy,,,,,,,,,
liver loaf,rolls/buns,,,,,,,,,
frozen meals,canned vegetables,,,,,,,,,
root vegetables,red/blush wine,salty snack,,,,,,,,
whole milk,chocolate marshmallow,rolls/buns,,,,,,,,
ham,beverages,margarine,,,,,,,,
whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
yogurt,salt,,,,,,,,,
dessert,berries,mayonnaise,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
other vegetables,soda,pickled vegetables,,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
oil,bottled water,whipped/sour cream,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,onions,,,,,,,,,
ham,cream cheese ,,,,,,,,,
root vegetables,frozen potato products,onions,UHT-milk,,,,,,,
liver loaf,domestic eggs,,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
butter,whole milk,,,,,,,,,
berries,pip fruit,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
other vegetables,beef,tropical fruit,brown bread,cat food,,,,,,
pip fruit,frozen vegetables,abrasive cleaner,,,,,,,,
whole milk,candy,,,,,,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
yogurt,dental care,,,,,,,,,
root vegetables,yogurt,,,,,,,,,
sausage,bottled water,,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
whole milk,frankfurter,whole milk,curd,canned vegetables,,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
processed cheese,whole milk,,,,,,,,,
other vegetables,tropical fruit,sweet spreads,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
canned beer,root vegetables,whole milk,whole milk,newspapers,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
soda,grapes,,,,,,,,,
frankfurter,pork,,,,,,,,,
whole milk,canned beer,newspapers,whipped/sour cream,,,,,,,
canned beer,pastry,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
cream cheese ,dessert,,,,,,,,,
pastry,canned beer,mustard,yogurt,,,,,,,
chicken,yogurt,,,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
yogurt,canned beer,,,,,,,,,
ham,female sanitary products,,,,,,,,,
bottled water,domestic eggs,pickled vegetables,margarine,,,,,,,
pip fruit,root vegetables,,,,,,,,,
white bread,pip fruit,,,,,,,,,
fruit/vegetable juice,candles,,,,,,,,,
sausage,root vegetables,,,,,,,,,
brown bread,oil,,,,,,,,,
pastry,dish cleaner,,,,,,,,,
berries,other vegetables,,,,,,,,,
sugar,shopping bags,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
pastry,sliced cheese,,,,,,,,,
beef,roll products ,root vegetables,chicken,waffles,male cosmetics,grapes,brown bread,,,
curd,brown bread,,,,,,,,,
ham,yogurt,,,,,,,,,
brown bread,coffee,canned beer,,,,,,,,
pork,cereals,,,,,,,,,
beverages,shopping bags,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
beef,spices,,,,,,,,,
bottled beer,other vegetables,waffles,,,,,,,,
sausage,pasta,,,,,,,,,
frankfurter,Instant food products,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
canned beer,shopping bags,rolls/buns,yogurt,butter milk,,,,,,
other vegetables,detergent,mayonnaise,dishes,,,,,,,
turkey,salt,,,,,,,,,
rolls/buns,specialty chocolate,napkins,,,,,,,,
pip fruit,misc. beverages,,,,,,,,,
turkey,domestic eggs,,,,,,,,,
chocolate,brown bread,,,,,,,,,
sausage,citrus fruit,,,,,,,,,
domestic eggs,other vegetables,soda,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
light bulbs,frozen vegetables,mustard,napkins,,,,,,,
sausage,root vegetables,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
waffles,yogurt,,,,,,,,,
ham,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
sausage,bottled water,,,,,,,,,
ice cream,UHT-milk,,,,,,,,,
roll products ,margarine,,,,,,,,,
pastry,pork,,,,,,,,,
chocolate,rolls/buns,,,,,,,,,
other vegetables,yogurt,bottled water,,,,,,,,
sausage,shopping bags,soda,butter,dessert,soda,,,,,
butter,tropical fruit,,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
canned beer,tropical fruit,newspapers,,,,,,,,
pastry,rolls/buns,,,,,,,,,
dessert,shopping bags,,,,,,,,,
other vegetables,domestic eggs,long life bakery product,,,,,,,,
other vegetables,pastry,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
beef,yogurt,,,,,,,,,
cling film/bags,ham,,,,,,,,,
sausage,chewing gum,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
misc. beverages,whole milk,onions,yogurt,,,,,,,
soft cheese,bottled beer,,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
canned beer,whole milk,other vegetables,,,,,,,,
other vegetables,soda,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
dishes,shopping bags,hard cheese,other vegetables,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
tropical fruit,chicken,waffles,,,,,,,,
pastry,bottled water,,,,,,,,,
salt,seasonal products,,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
UHT-milk,root vegetables,rolls/buns,rolls/buns,spread cheese,misc. beverages,sugar,,,,
salty snack,white wine,,,,,,,,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,dessert,,,,,,,,,
butter,soda,,,,,,,,,
newspapers,cake bar,,,,,,,,,
frankfurter,frankfurter,whole milk,canned fish,,,,,,,
citrus fruit,grapes,,,,,,,,,
beverages,mustard,yogurt,,,,,,,,
citrus fruit,pastry,,,,,,,,,
whipped/sour cream,other vegetables,,,,,,,,,
yogurt,whole milk,ham,citrus fruit,frozen vegetables,whole milk,,,,,
rolls/buns,yogurt,,,,,,,,,
whole milk,candles,,,,,,,,,
bottled beer,white bread,,,,,,,,,
sausage,semi-finished bread,,,,,,,,,
herbs,vinegar,chocolate,cleaner,,,,,,,
sausage,other vegetables,frankfurter,coffee,pastry,bottled water,soda,whole milk,,,
meat,domestic eggs,,,,,,,,,
soda,bottled water,house keeping products,,,,,,,,
sausage,frozen meals,,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
pet care,rolls/buns,,,,,,,,,
frankfurter,margarine,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
onions,canned fish,,,,,,,,,
domestic eggs,whole milk,bottled beer,,,,,,,,
domestic eggs,hard cheese,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
citrus fruit,sliced cheese,napkins,,,,,,,,
butter milk,red/blush wine,,,,,,,,,
meat,long life bakery product,yogurt,napkins,,,,,,,
pork,soda,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
zwieback,bottled water,,,,,,,,,
other vegetables,baking powder,salty snack,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
butter milk,whole milk,,,,,,,,,
yogurt,sausage,yogurt,pip fruit,curd,,,,,,
tropical fruit,soda,,,,,,,,,
hamburger meat,spread cheese,pasta,,,,,,,,
ham,candy,,,,,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
ice cream,whole milk,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
sausage,hamburger meat,,,,,,,,,
pork,long life bakery product,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
domestic eggs,margarine,,,,,,,,,
tropical fruit,baking powder,,,,,,,,,
frankfurter,hygiene articles,bottled beer,,,,,,,,
whole milk,soda,,,,,,,,,
pickled vegetables,onions,,,,,,,,,
whole milk,meat spreads,,,,,,,,,
rolls/buns,soda,,,,,,,,,
bottled water,chocolate,,,,,,,,,
other vegetables,ice cream,,,,,,,,,
canned beer,ice cream,,,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
ketchup,whole milk,,,,,,,,,
whole milk,soda,,,,,,,,,
root vegetables,white bread,,,,,,,,,
pastry,rolls/buns,sliced cheese,tropical fruit,liquor,hygiene articles,dental care,napkins,,,
hygiene articles,other vegetables,,,,,,,,,
tropical fruit,pudding powder,,,,,,,,,
yogurt,whole milk,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
sausage,bottled beer,,,,,,,,,
frozen vegetables,pastry,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
whole milk,coffee,,,,,,,,,
pickled vegetables,soda,,,,,,,,,
pastry,soda,detergent,,,,,,,,
sausage,soda,,,,,,,,,
condensed milk,pork,whole milk,pastry,,,,,,,
dessert,pork,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
brown bread,newspapers,,,,,,,,,
rolls/buns,oil,,,,,,,,,
tropical fruit,coffee,whole milk,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
sausage,bottled water,,,,,,,,,
UHT-milk,berries,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
tropical fruit,spread cheese,onions,mayonnaise,,,,,,,
canned beer,napkins,,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
domestic eggs,fruit/vegetable juice,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,beef,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
beef,frankfurter,root vegetables,specialty fat,domestic eggs,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whole milk,berries,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
seasonal products,soups,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
zwieback,butter,,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
tropical fruit,soda,spices,,,,,,,,
soda,frozen dessert,,,,,,,,,
yogurt,bottled water,processed cheese,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
waffles,other vegetables,,,,,,,,,
canned beer,sausage,other vegetables,rolls/buns,,,,,,,
frozen meals,pip fruit,dish cleaner,processed cheese,,,,,,,
whole milk,shopping bags,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
sausage,red/blush wine,,,,,,,,,
citrus fruit,soda,whole milk,whipped/sour cream,,,,,,,
butter,whipped/sour cream,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
sausage,sausage,,,,,,,,,
curd,whole milk,bottled water,,,,,,,,
candy,domestic eggs,,,,,,,,,
sausage,house keeping products,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
other vegetables,berries,candy,sliced cheese,,,,,,,
tropical fruit,soda,,,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
citrus fruit,cling film/bags,fruit/vegetable juice,,,,,,,,
newspapers,newspapers,,,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
tropical fruit,onions,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
flour,seasonal products,,,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
citrus fruit,pastry,other vegetables,pastry,,,,,,,
berries,candy,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
bottled water,bottled water,,,,,,,,,
meat,rum,,,,,,,,,
other vegetables,whole milk,softener,,,,,,,,
chewing gum,newspapers,candy,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
coffee,bottled water,liqueur,,,,,,,,
bottled beer,grapes,other vegetables,bottled water,,,,,,,
chicken,tropical fruit,salt,,,,,,,,
berries,whipped/sour cream,other vegetables,other vegetables,newspapers,,,,,,
specialty chocolate,chewing gum,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
cat food,candy,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
light bulbs,pastry,domestic eggs,,,,,,,,
pip fruit,whole milk,,,,,,,,,
margarine,domestic eggs,,,,,,,,,
yogurt,canned beer,,,,,,,,,
yogurt,sausage,whole milk,shopping bags,white bread,dog food,baking powder,sliced cheese,,,
sausage,herbs,,,,,,,,,
onions,root vegetables,domestic eggs,chocolate,,,,,,,
whole milk,bottled beer,,,,,,,,,
meat,other vegetables,chewing gum,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
pastry,other vegetables,,,,,,,,,
meat,rolls/buns,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
misc. beverages,soda,,,,,,,,,
white bread,rolls/buns,,,,,,,,,
oil,butter,,,,,,,,,
chicken,cream cheese ,,,,,,,,,
dessert,napkins,long life bakery product,,,,,,,,
pastry,brown bread,,,,,,,,,
sausage,candles,,,,,,,,,
ice cream,newspapers,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
ham,berries,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,cream cheese ,,,,,,,,,
tropical fruit,soda,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
condensed milk,other vegetables,softener,,,,,,,,
finished products,pork,onions,pasta,tropical fruit,soda,pastry,,,,
chicken,white wine,margarine,,,,,,,,
whole milk,brown bread,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
onions,bottled water,pastry,,,,,,,,
yogurt,citrus fruit,,,,,,,,,
whole milk,onions,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
pip fruit,frozen vegetables,,,,,,,,,
waffles,brown bread,,,,,,,,,
organic sausage,herbs,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
misc. beverages,red/blush wine,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
spices,ice cream,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
frozen meals,bottled water,,,,,,,,,
dish cleaner,soda,,,,,,,,,
whole milk,whole milk,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
chocolate,whole milk,,,,,,,,,
shopping bags,coffee,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
liqueur,whole milk,,,,,,,,,
tropical fruit,curd,,,,,,,,,
yogurt,chicken,soda,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
tropical fruit,beverages,,,,,,,,,
frozen meals,cake bar,,,,,,,,,
pip fruit,margarine,,,,,,,,,
pastry,sugar,,,,,,,,,
frozen vegetables,yogurt,,,,,,,,,
sausage,coffee,female sanitary products,,,,,,,,
soda,shopping bags,,,,,,,,,
berries,packaged fruit/vegetables,tidbits,,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
whole milk,brown bread,candy,,,,,,,,
pork,specialty bar,soda,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
liver loaf,grapes,soda,photo/film,,,,,,,
chicken,butter,,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
turkey,specialty bar,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
chicken,chicken,salt,,,,,,,,
pork,canned beer,,,,,,,,,
whole milk,white bread,,,,,,,,,
shopping bags,soda,,,,,,,,,
rolls/buns,oil,beverages,bottled water,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
rolls/buns,detergent,shopping bags,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
butter,rolls/buns,,,,,,,,,
white bread,cleaner,,,,,,,,,
chocolate,seasonal products,rolls/buns,,,,,,,,
chicken,bottled water,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
root vegetables,soda,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,soda,,,,,,,,,
shopping bags,UHT-milk,,,,,,,,,
spread cheese,tropical fruit,domestic eggs,bottled water,,,,,,,
bottled beer,soups,detergent,,,,,,,,
